OSEBuildingID,DataYear,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,DefaultData,ComplianceStatus,Seattle Police Department Micro Community Policing Plan Areas,SPD Beats,Address,BuildingType,City,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,ListOfAllPropertyUseTypes,Longitude,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),State,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ZipCode,Age
23065,2016,Meridian Center for Health,3026049025,5,False,Compliant,46.0,34.0,10521 Meridian ave N,NonResidential,Seattle,81.0,11.39,Medical Office,44667.0,47.70558,"Medical Office, Parking",-122.33486,NORTHWEST,1.0,2.0,Medical Office,34759.0,0.0,34759.0,Parking,0.0,1633105.375,WA,,,98133.0,42.0
23071,2016,Main Hospital - All Wings,3026049130,5,False,Compliant,46.0,33.0,Facilities Management MS: B-120,NonResidential,Seattle,85.0,3278.11,Hospital (General Medical & Surgical),483520.0,47.71425,"Hospital (General Medical & Surgical), Parking",-122.33689,NORTHWEST,8.0,1.0,Hospital,415632.0,0.0,415632.0,Parking,266833.0,98960776.0,WA,,,98133.0,55.0
23076,2016,North Seattle Alliance Church,3034200285,5,False,Compliant,46.0,33.0,2150 N. 122nd Street,NonResidential,Seattle,,53.21,Worship Facility,45909.0,47.71745,"Medical Office, Office, Worship Facility",-122.33221,NORTHWEST,1.0,2.0,Worship Facility,44719.0,0.0,44719.0,Medical Office,1025.0,1614026.25,WA,Office,972.0,98133.0,56.0
23098,2016,Red Apple Market,3086003145,2,False,Compliant,42.0,41.0,2701 Beacon Ave S,NonResidential,Seattle,16.0,129.89,Supermarket/Grocery Store,21603.0,47.57894,Supermarket/Grocery Store,-122.31286999999999,GREATER DUWAMISH,1.0,1.0,Supermarket / Grocery Store,21603.0,0.0,21603.0,,,5833800.0,WA,,,98144.0,56.0
231,2016,Hamilton International Middle,4083301505,4,True,Error - Correct Default Data,61.0,3.0,1610 N. 41st St.,SPS-District K-12,Seattle,75.0,80.08,K-12 School,127776.0,47.65708,K-12 School,-122.33803,LAKE UNION,1.0,3.0,K-12 School,127776.0,0.0,127776.0,,,4748137.0,WA,,,98103.0,11.0
23113,2016,Central Campus,3117000005,3,False,Compliant,35.0,4.0,201 16th Ave. E.,NonResidential,Seattle,60.0,3238.24,Medical Office,520187.0,47.62014,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",-122.31228,EAST,1.0,3.0,Medical Office,591981.0,0.0,591981.0,Parking,282392.0,102673696.0,WA,Other/Specialty Hospital,54159.0,98112.0,57.0
23115,2016,Intermountain Supply,3124049001,1,False,Compliant,25.0,15.0,7901 1st Ave South,NonResidential,Seattle,53.0,3.04,Distribution Center,43050.0,47.53158,Distribution Center,-122.33568000000001,DELRIDGE,1.0,1.0,Distribution Center,42900.0,0.0,42900.0,,,436252.5,WA,,,98108.0,42.0
23117,2016,Joint Training Facilities Campus,3124049024,1,False,Compliant,25.0,15.0,9401 Myers Way S,Campus,Seattle,,96.15,Adult Education,57952.0,47.51885,Adult Education,-122.33421000000001,DELRIDGE,5.0,1.0,Other,57952.0,0.0,57952.0,,,3091387.5,WA,,,98108.0,16.0
23120,2016,(ID23120) WASTE MANAGEMENT,3124049151,1,False,Compliant,25.0,15.0,8111 1ST AVE S,NonResidential,Seattle,,122.71,Other - Services,18262.0,47.52956,"Office, Other - Services",-122.33592,DELRIDGE,1.0,1.0,Other,26232.0,0.0,26232.0,Office,7970.0,3094090.0,WA,,,98108.0,50.0
23158,2016,KOF Associates,8170100350,3,False,Compliant,28.0,18.0,1239 S. King St.,NonResidential,Seattle,92.0,2.19,Non-Refrigerated Warehouse,25840.0,47.59783,Non-Refrigerated Warehouse,-122.31553999999998,DOWNTOWN,1.0,2.0,Warehouse,25840.0,0.0,25840.0,,,313528.0938,WA,,,98144.0,65.0
23161,2016,Pearl Warren Building,8170100415,2,False,Compliant,26.0,16.0,606 12th Ave S,NonResidential,Seattle,100.0,43.63,Office,43813.0,47.59721,Office,-122.31838,DOWNTOWN,1.0,1.0,Small- and Mid-Sized Office,45145.0,0.0,45145.0,,,1268459.0,WA,,,98144.0,33.0
23163,2015,LESCHI CENTER,8170100430,3,Yes,Compliant,28.0,18.0,606 12TH AVE S,NonResidential,Seattle,76.0,12.54,Medical Office,45145.0,47.59703102,Medical Office,-122.3168033,DOWNTOWN,1.0,4.0,Medical Office,20727.0,23086.0,43813.0,,,1798899.0,WA,,,98144,26.0
23164,2016,The Weller Building,8170100455,3,False,Compliant,28.0,18.0,1225 S Weller Street,NonResidential,Seattle,89.0,19.12,Office,44417.0,47.59728,"Office, Parking",-122.31586999999999,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,48237.0,22095.0,70332.0,Parking,25915.0,1981115.25,WA,,,98144.0,20.0
232,2016,Silver Cloud Inn,4088802955,3,False,Compliant,56.0,10.0,1150 Fairview Ave N,NonResidential,Seattle,79.0,309.6,Hotel,123920.0,47.62972,"Hotel, Parking, Swimming Pool",-122.32906000000001,LAKE UNION,1.0,5.0,Hotel,93920.0,30000.0,123920.0,Parking,30000.0,9373179.0,WA,Swimming Pool,0.0,98109.0,23.0
23204,2016,Maple Elementary,3869400560,2,True,Error - Correct Default Data,34.0,41.0,4925 Corson Ave. S.,SPS-District K-12,Seattle,94.0,12.15,K-12 School,53234.0,47.55813,K-12 School,-122.3189,GREATER DUWAMISH,1.0,1.0,K-12 School,50546.0,0.0,50546.0,,,1155080.5,WA,,,98108.0,50.0
23228,2016,Safeway 1143 - 15th Ave,7589200051,6,False,Compliant,3.0,23.0,8332 15th Ave NW,NonResidential,Seattle,22.0,326.74,Supermarket/Grocery Store,45522.0,47.6899,"Parking, Supermarket/Grocery Store",-122.37619,BALLARD,1.0,1.0,Supermarket / Grocery Store,45522.0,0.0,45522.0,Parking,0.0,12250422.0,WA,,,98117.0,27.0
23231,2016,Bitter Lake Plaza,7608700007,5,False,Compliant,6.0,33.0,929 N 130th ST,NonResidential,Seattle,,2.28,Retail Store,16080.0,47.72286,"Office, Parking, Retail Store",-122.34612,NORTHWEST,1.0,2.0,Retail Store,20088.0,0.0,20088.0,Office,3500.0,326778.6875,WA,Parking,508.0,98133.0,42.0
23265,2016,T102 1011 B/C,7666701220,1,False,Compliant,13.0,49.0,1011 Klickitat Way SW,Campus,Seattle,,179.55,Other,139557.0,47.57049,Other,-122.34857,GREATER DUWAMISH,5.0,2.0,Other,138907.0,0.0,138907.0,,,7837692.5,WA,,,98134.0,32.0
23268,2016,Building F,7666701250,1,False,Compliant,13.0,49.0,1131 SW Klickitat Way,NonResidential,Seattle,57.0,23.6,Office,40657.0,47.569990000000004,"Office, Parking",-122.34703,GREATER DUWAMISH,1.0,2.0,Small- and Mid-Sized Office,40657.0,0.0,40657.0,Parking,0.0,2826828.0,WA,,,98134.0,24.0
23277,2016,23277 HSC HarbIsl,7666702210,1,False,Compliant,13.0,49.0,3419 11th Ave. S.W.,NonResidential,Seattle,,2.25,Non-Refrigerated Warehouse,18700.0,47.572790000000005,"Non-Refrigerated Warehouse, Office",-122.35066,GREATER DUWAMISH,1.0,1.0,Warehouse,20200.0,0.0,20200.0,Office,1500.0,269016.6875,WA,,,98134.0,121.0
23297,2016,St. James Cathedral & Rectory,8590900085,3,False,Compliant,19.0,12.0,804 9th Ave.,NonResidential,Seattle,29.0,184.0,Residence Hall/Dormitory,44091.0,47.6073,Residence Hall/Dormitory,-122.32585,EAST,1.0,1.0,Residence Hall,44086.0,0.0,44086.0,,,3652708.75,WA,,,98104.0,117.0
23299,2016,Pigott Building,8590900135,3,False,Compliant,19.0,12.0,710 9th Ave.,NonResidential,Seattle,94.0,9.79,Office,54372.0,47.606629999999996,"Office, Parking",-122.32526000000001,EAST,1.0,7.0,Small- and Mid-Sized Office,33548.0,20824.0,54372.0,Parking,15000.0,1403820.0,WA,,,98104.0,51.0
233,2016,Armory Building,4088803210,3,False,Compliant,56.0,10.0,860 Terry Ave N,Nonresidential COS,Seattle,,225.69,Museum,43000.0,47.627590000000005,Museum,-122.33661000000001,LAKE UNION,1.0,1.0,Other,50000.0,0.0,50000.0,,,7548807.0,WA,,,98109.0,121.0
23310,2016,Charles & Emma Frye Free Public Art Museum,8590900585,3,False,Compliant,19.0,12.0,704 Terry Ave,NonResidential,Seattle,,712.39,Museum,47000.0,47.60709,"Museum, Parking",-122.32416,EAST,1.0,1.0,Other,47699.0,0.0,47699.0,Parking,0.0,14524386.0,WA,,,98104.0,70.0
23311,2016,HART First Hill LLC,8590900646,3,False,Compliant,19.0,12.0,1124 Columbia Street,NonResidential,Seattle,52.0,1110.07,Medical Office,228133.0,47.60862,"Medical Office, Parking",-122.32372,EAST,1.0,0.0,Medical Office,274568.0,0.0,274568.0,Parking,135954.0,25311526.0,WA,,,98104.0,76.0
23313,2016,Swedish Invex Building,8590900690,3,False,Compliant,19.0,12.0,1115 Columbia St,NonResidential,Seattle,69.0,62.23,Office,19658.0,47.60819,Office,-122.32282,EAST,1.0,3.0,Small- and Mid-Sized Office,21282.0,0.0,21282.0,,,1245923.75,WA,,,98122.0,65.0
23320,2016,PARKWAY,3812400023,2,False,Compliant,7.0,45.0,6315 RAINIER AVE S,NonResidential,Seattle,,26.41,Other,41022.0,47.545629999999996,Other,-122.27616,SOUTHEAST,1.0,2.0,Other,41022.0,0.0,41022.0,,,3787648.25,WA,,,98118.0,100.0
23331,2016,Gateway Plaza,3821700140,5,False,Compliant,29.0,26.0,13751 Lake City Way NE,NonResidential,Seattle,100.0,2.86,Office,20590.0,47.729859999999995,"Office, Parking",-122.29278000000001,NORTH,1.0,3.0,Small- and Mid-Sized Office,20590.0,12990.0,33580.0,Parking,12990.0,409578.4063,WA,,,98125.0,36.0
23342,2016,Daily Racing Form,3834500415,5,False,Compliant,29.0,26.0,12547 26th AVE NE,NonResidential,Seattle,100.0,2.69,Non-Refrigerated Warehouse,21936.0,47.72051,Non-Refrigerated Warehouse,-122.30103000000001,NORTH,1.0,1.0,Warehouse,21936.0,0.0,21936.0,,,113130.0,WA,,,98165.0,44.0
23343,2016,LAKE CITY,3834500515,5,False,Compliant,29.0,26.0,12550 26TH AVE NE,NonResidential,Seattle,,44.26,Other,30139.0,47.72083,Other,-122.29978999999999,NORTH,1.0,1.0,Other,30160.0,0.0,30160.0,,,1045838.5,WA,,,98125.0,52.0
23368,2016,Seaboard Building,7628750000,7,False,Compliant,14.0,24.0,1500-1506 4th Ave.,NonResidential,Seattle,,294.65,Office,42939.0,47.61056,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",-122.33661000000001,DOWNTOWN,1.0,11.0,Mixed Use Property,111137.0,0.0,111137.0,Multifamily Housing,40878.0,9546165.0,WA,Bank Branch,10887.0,98011.0,112.0
23396,2016,DWW-SOC 4500 W. Marginal Way SW,7666703680,1,False,Compliant,12.0,13.0,4500 W MARGINAL WAY SW,NonResidential,Seattle,,37.65,Other - Utility,28347.0,47.563190000000006,"Office, Other - Utility, Parking",-122.35067,Delridge,1.0,1.0,Other,40189.0,0.0,40189.0,Office,9113.0,1509292.0,WA,Parking,0.0,98106.0,24.0
23397,2016,Fraser Marine Building,7666703920,1,False,Compliant,48.0,13.0,3601 West Marginal Way SW,NonResidential,Seattle,,38.39,Other,28109.0,47.57058,Other,-122.35626,DELRIDGE,1.0,2.0,Other,28109.0,0.0,28109.0,,,3612526.75,WA,,,98106.0,55.0
234,2016,SCL Roy Street Warehouse,4088803530,7,False,Compliant,50.0,7.0,802 Roy St,Nonresidential COS,Seattle,,3.0,Non-Refrigerated Warehouse,42345.0,47.62591,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",-122.34083999999999,MAGNOLIA / QUEEN ANNE,1.0,2.0,Warehouse,50292.0,0.0,50292.0,Residence Hall/Dormitory,5000.0,430473.6875,WA,Office,4730.0,98109.0,95.0
23400,2016,Frye Commerce Center,7666704005,1,False,Compliant,45.0,49.0,2414 SW Andover St,NonResidential,Seattle,69.0,21.24,Office,49334.0,47.56877,"Non-Refrigerated Warehouse, Office, Retail Store",-122.36368999999999,DELRIDGE,1.0,2.0,Small- and Mid-Sized Office,66484.0,0.0,66484.0,Non-Refrigerated Warehouse,18000.0,3046543.0,WA,Retail Store,9000.0,98103.0,33.0
23404,2016,Swedish Cherry Building,8590900710,3,False,Compliant,19.0,12.0,1120 Cherry,NonResidential,Seattle,85.0,62.05,Office,24155.0,47.607890000000005,Office,-122.32248999999999,EAST,1.0,3.0,Small- and Mid-Sized Office,25151.0,0.0,25151.0,,,1356874.75,WA,,,98122.0,62.0
23408,2016,Hotel - The Baroness Hotel,8590901030,3,False,Compliant,19.0,12.0,1005 Spring Street,NonResidential,Seattle,56.0,112.34,Hotel,35770.0,47.60958,Hotel,-122.32646000000001,EAST,1.0,6.0,Hotel,35770.0,0.0,35770.0,,,2640980.25,WA,,,98104.0,93.0
23410,2016,Hotel - Inn at Virginia Mason,8590901105,3,False,Compliant,19.0,12.0,1006 Spring St,NonResidential,Seattle,85.0,101.31,Hotel,48006.0,47.609809999999996,Hotel,-122.32687,EAST,1.0,9.0,Hotel,48006.0,0.0,48006.0,,,3239754.0,WA,,,98101.0,93.0
23416,2016,Asian Plaza 1,8591900145,2,False,Compliant,26.0,16.0,1032 S. Jackson,NonResidential,Seattle,,146.93,Supermarket/Grocery Store,16000.0,47.59949,"Office, Restaurant, Supermarket/Grocery Store",-122.31851,DOWNTOWN,1.0,2.0,Mixed Use Property,29631.0,0.0,29631.0,Office,13000.0,5144392.0,WA,Restaurant,5000.0,98104.0,61.0
23418,2016,Eng Suey Sun Plaza,8592900065,2,False,Compliant,27.0,22.0,"815 S Weller St,",NonResidential,Seattle,,46.45,Office,20695.0,47.59727,"Office, Other, Retail Store",-122.32196,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,23472.0,0.0,23472.0,Other,1065.0,1625308.625,WA,Retail Store,945.0,98104.0,32.0
23419,2016,CSC Engineering (A),8592900285,2,False,Compliant,27.0,22.0,714 S. Charles St,Nonresidential COS,Seattle,34.0,110.66,Office,20424.0,47.5956,Office,-122.32292,GREATER DUWAMISH,1.0,2.0,Small- and Mid-Sized Office,21315.0,0.0,21315.0,,,2796425.0,WA,,,98134.0,48.0
23459,2016,18 West Mercer,3879900465,7,False,Compliant,50.0,40.0,18 West Mercer St,NonResidential,Seattle,69.0,24.31,Office,36867.0,47.62481,"Office, Parking",-122.35762,MAGNOLIA / QUEEN ANNE,1.0,4.0,Small- and Mid-Sized Office,41298.0,15812.0,57110.0,Parking,28390.0,2190460.0,WA,,,98119.0,37.0
235,2016,311jk-Seattle Downtown/Lake Union CY,4088803586,7,False,Compliant,50.0,7.0,925 Westlake Ave North,NonResidential,Seattle,76.0,338.16,Hotel,141591.0,47.62782,Hotel,-122.34045,MAGNOLIA / QUEEN ANNE,1.0,7.0,Hotel,153315.0,54341.0,207656.0,,,11171988.0,WA,,,98109.0,23.0
23503,2016,Salty's Waterfront Seafood Grill,7666706590,1,False,Compliant,2.0,49.0,1936 Harbor Ave SW,NonResidential,Seattle,,334.15,Restaurant,19232.0,47.58654,"Office, Restaurant",-122.37643999999999,SOUTHWEST,1.0,2.0,Restaurant,20398.0,0.0,20398.0,Office,1166.0,9313513.0,WA,,,98126.0,119.0
23504,2016,3223,7674800055,2,False,Compliant,57.0,36.0,3223 6th Avenue South,NonResidential,Seattle,7.0,38.57,Distribution Center,41308.0,47.5746,Distribution Center,-122.32637,GREATER DUWAMISH,1.0,1.0,Distribution Center,41308.0,0.0,41308.0,,,1642471.5,WA,,,98134.0,69.0
23562,2016,The Travelers Hotel,8670450000,7,False,Compliant,14.0,19.0,80 Yesler Way,NonResidential,Seattle,,5.37,Multifamily Housing,12000.0,47.60195,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",-122.33516000000002,DOWNTOWN,1.0,3.0,Mixed Use Property,43878.0,0.0,43878.0,Office,8262.0,769771.3125,WA,Retail Store,6312.0,98104.0,108.0
23566,2016,ON THE BOARDS,3879900640,7,False,Compliant,50.0,40.0,100 West Roy St,NonResidential,Seattle,,15.7,Performing Arts,34976.0,47.62591,Performing Arts,-122.35843,MAGNOLIA / QUEEN ANNE,1.0,3.0,Other,34976.0,0.0,34976.0,,,873711.125,WA,,,98119.0,109.0
23618,2016,"Ocean Beauty Alaska Bldg, LLC",7666200070,7,False,Compliant,50.0,39.0,1120 W Ewing St,NonResidential,Seattle,12.0,33.8,Non-Refrigerated Warehouse,38255.0,47.65674,Non-Refrigerated Warehouse,-122.37223,MAGNOLIA / QUEEN ANNE,1.0,1.0,Warehouse,38255.0,0.0,38255.0,,,985401.8125,WA,,,98119.0,64.0
23622,2016,FT C15 Fishermen's Center,7666200105,7,False,Compliant,33.0,27.0,1900 West Nickerson Street,Campus,Seattle,,565.55,Other,260241.0,47.655609999999996,Other,-122.38063000000001,MAGNOLIA / QUEEN ANNE,23.0,1.0,Other,260241.0,0.0,260241.0,,,34012980.0,WA,,,98119.0,66.0
23653,2016,Ship Canal,7759900000,6,False,Compliant,20.0,2.0,146 North Canal Street,NonResidential,Seattle,71.0,59.24,Office,31325.0,47.65103,"Office, Parking",-122.35541,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,48924.0,0.0,48924.0,Parking,13143.0,2282551.25,WA,,,98103.0,32.0
23671,2016,Areis Building,2902200925,4,False,Compliant,17.0,10.0,2366 Eastlake Avenue East,NonResidential,Seattle,88.0,11.17,Office,50333.0,47.64168,Office,-122.32562,LAKE UNION,1.0,4.0,Small- and Mid-Sized Office,32297.0,18036.0,50333.0,,,1602084.375,WA,,,98102.0,62.0
23672,2016,2324 Eastlake,2902200965,4,False,Compliant,17.0,10.0,2324 Eastlake Ave E,NonResidential,Seattle,,17.57,Office,34160.0,47.6404,"Office, Parking",-122.32553,LAKE UNION,1.0,4.0,Small- and Mid-Sized Office,35526.0,21906.0,57432.0,Parking,19650.0,2520483.25,WA,,,98102.0,35.0
23673,2016,2300 Eastlake,2902200980,4,False,Compliant,17.0,10.0,2300 Eastlake Ave E,NonResidential,Seattle,,4.65,Office,17332.0,47.63995,"Office, Parking",-122.32557,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,17956.0,7956.0,25912.0,Parking,9162.0,666740.3125,WA,,,98102.0,52.0
23674,2016,2345 Eastlake,2902201025,4,False,Compliant,17.0,10.0,2345 Eastlake Ave E,NonResidential,Seattle,73.0,13.91,Office,33705.0,47.64113,"Office, Parking",-122.32625,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,35224.0,21908.0,57132.0,Parking,21908.0,1994967.75,WA,,,98102.0,21.0
23689,2016,The Salvation Army,3298700490,1,False,Compliant,25.0,15.0,9050 16th Ave. SW,NonResidential,Seattle,52.0,26.73,Worship Facility,24224.0,47.52172,"Parking, Worship Facility",-122.35486999999999,DELRIDGE,1.0,2.0,Worship Facility,24224.0,0.0,24224.0,Parking,0.0,968026.3125,WA,,,98106.0,64.0
23691,2016,Westood Christian Community,3298700615,1,False,Compliant,25.0,15.0,9252 16TH AVE SW,NonResidential,Seattle,78.0,13.12,Worship Facility,23706.0,47.519890000000004,Worship Facility,-122.35489,DELRIDGE,1.0,1.0,Worship Facility,23706.0,0.0,23706.0,,,400770.9063,WA,,,98106.0,58.0
237,2016,Whittier Elementary,4240400005,6,True,Error - Correct Default Data,3.0,23.0,1320 NW 75th St.,SPS-District K-12,Seattle,89.0,49.12,K-12 School,67235.0,47.68359,K-12 School,-122.37308,BALLARD,1.0,2.0,K-12 School,67235.0,0.0,67235.0,,,2284133.75,WA,,,98117.0,22.0
23701,2016,Rung Building,3467800005,2,False,Compliant,22.0,37.0,1136 S. Albro Place,NonResidential,Seattle,,13.7,Non-Refrigerated Warehouse,28000.0,47.5465,"Non-Refrigerated Warehouse, Office",-122.31703999999999,GREATER DUWAMISH,1.0,1.0,Warehouse,31900.0,0.0,31900.0,Office,4000.0,1964681.25,WA,,,98108.0,58.0
23711,2016,Fauntleroy School House,3524039040,1,False,Compliant,18.0,51.0,9131 California Ave SW,NonResidential,Seattle,,178.86,Social/Meeting Hall,49000.0,47.5219,Social/Meeting Hall,-122.38786999999999,SOUTHWEST,1.0,1.0,Other,49066.0,0.0,49066.0,,,3835202.0,WA,,,98136.0,104.0
23712,2016,Fauntleroy Church UCC,3524039078,1,False,Compliant,18.0,51.0,9140 California Ave SW,NonResidential,Seattle,,61.3,Worship Facility,28293.0,47.52097,"Other - Recreation, Worship Facility",-122.38688,SOUTHWEST,1.0,3.0,Worship Facility,30740.0,0.0,30740.0,Other - Recreation,11630.0,1686262.25,WA,,,98136.0,69.0
23716,2016,Saars Marketplace Foods,3524049132,2,False,Compliant,51.0,46.0,9000 Rainier Ave So,NonResidential,Seattle,97.0,55.86,Supermarket/Grocery Store,42760.0,47.52262,Supermarket/Grocery Store,-122.26921999999999,SOUTHEAST,1.0,1.0,Supermarket / Grocery Store,67450.0,0.0,67450.0,,,2842819.5,WA,,,98118.0,62.0
23722,2016,North Beach Elementary,3526039024,6,False,Missing Data,3.0,21.0,9018 24th Ave N.W.,SPS-District K-12,Seattle,94.0,50.22,K-12 School,40867.0,47.69497,K-12 School,-122.38703999999998,BALLARD,1.0,1.0,K-12 School,39971.0,0.0,39971.0,,,0.0,WA,,,98117.0,63.0
23730,2016,RSVP West Bldg,7666200120,7,False,Compliant,50.0,39.0,4021 13th Avenue W.,NonResidential,Seattle,,6.16,Non-Refrigerated Warehouse,46970.0,47.656490000000005,Non-Refrigerated Warehouse,-122.37507,MAGNOLIA / QUEEN ANNE,1.0,1.0,Warehouse,46970.0,0.0,46970.0,,,882896.5,WA,,,98119.0,73.0
23736,2016,Builders Hardware & Supply,7666201665,7,False,Compliant,50.0,39.0,1516 15th AVE W,NonResidential,Seattle,,16.04,Non-Refrigerated Warehouse,18133.0,47.6331,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",-122.37581999999999,MAGNOLIA / QUEEN ANNE,1.0,1.0,Warehouse,47554.0,0.0,47554.0,Office,8679.0,1035554.688,WA,Retail Store,2388.0,98119.0,90.0
23742,2016,1419 Elliott Ave,7666201760,7,False,Compliant,50.0,27.0,1419 Elliott Ave West,NonResidential,Seattle,100.0,60.57,Office,43016.0,47.63063,Office,-122.37428,MAGNOLIA / QUEEN ANNE,1.0,2.0,Small- and Mid-Sized Office,37616.0,5400.0,43016.0,,,1234095.5,WA,,,98119.0,42.0
23743,2016,Elliott Commons,7666201770,7,False,Compliant,50.0,27.0,1405 Elliott Ave W,NonResidential,Seattle,,22.29,Other,8711.0,47.630340000000004,"Medical Office, Non-Refrigerated Warehouse, Office, Other",-122.37411999999999,MAGNOLIA / QUEEN ANNE,1.0,1.0,Mixed Use Property,24196.0,0.0,24196.0,Non-Refrigerated Warehouse,6792.0,1055033.0,WA,Office,5306.0,98119.0,90.0
23744,2016,1430-1448 Elliott Ave W,7666201815,7,False,Compliant,50.0,39.0,1436 Elliott Ave W,NonResidential,Seattle,98.0,24.76,Office,20671.0,47.63128,Office,-122.37387,MAGNOLIA / QUEEN ANNE,1.0,2.0,Small- and Mid-Sized Office,20671.0,0.0,20671.0,,,638507.125,WA,,,98119.0,81.0
23757,2016,Tile for Less,7666206090,2,False,Compliant,57.0,35.0,2440 1st Ave S,NonResidential,Seattle,57.0,14.36,Non-Refrigerated Warehouse,21600.0,47.58065,Non-Refrigerated Warehouse,-122.33356,GREATER DUWAMISH,1.0,1.0,Warehouse,21600.0,0.0,21600.0,,,499828.5938,WA,,,98134.0,94.0
23762,2016,Hillcrest Presbyterian Church,7804400110,1,False,Compliant,54.0,51.0,10404 34th Ave SW,NonResidential,Seattle,14.0,6.04,Worship Facility,35844.0,47.50959,Worship Facility,-122.37416999999999,SOUTHWEST,1.0,1.0,Worship Facility,35844.0,0.0,35844.0,,,866126.375,WA,,,98146.0,44.0
23768,2016,Wallingford Plaza,7821200160,4,False,Compliant,61.0,3.0,4468 Stone Way N.,NonResidential,Seattle,85.0,18.87,Office,19896.0,47.661159999999995,"Office, Parking, Retail Store",-122.34172,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,31774.0,0.0,31774.0,Retail Store,13941.0,1639136.25,WA,Parking,0.0,98103.0,105.0
238,2016,North Service Center,4310701070,5,False,Compliant,46.0,34.0,1300 N 97th ST,Nonresidential COS,Seattle,40.0,175.77,Office,57968.0,47.70044,"Data Center, Distribution Center, Office, Other, Parking",-122.34136000000001,NORTHWEST,1.0,2.0,Small- and Mid-Sized Office,91130.0,0.0,91130.0,Distribution Center,32881.0,9472358.0,WA,Parking,11850.0,98103.0,64.0
23834,2016,South Seattle Business Park- Bldg A,3573200250,2,False,Compliant,22.0,36.0,4636 East Marginal Way South,NonResidential,Seattle,19.0,4.95,Non-Refrigerated Warehouse,26094.0,47.561209999999996,Non-Refrigerated Warehouse,-122.33872,GREATER DUWAMISH,1.0,1.0,Warehouse,26094.0,0.0,26094.0,,,709990.8125,WA,,,98134.0,68.0
23835,2016,South Seattle Business Park - Bldg B,3573200250,2,False,Compliant,22.0,36.0,4636 East Marginal Way South,NonResidential,Seattle,68.0,7.56,Office,23687.0,47.561209999999996,Office,-122.33872,GREATER DUWAMISH,1.0,2.0,Small- and Mid-Sized Office,23687.0,0.0,23687.0,,,1084553.75,WA,,,98134.0,38.0
23836,2016,South Seattle Business Park - Bldg C,3573200250,2,False,Compliant,22.0,36.0,4634 East Marginal Way South,NonResidential,Seattle,20.0,10.01,Office,24221.0,47.561209999999996,Office,-122.33872,GREATER DUWAMISH,1.0,2.0,Small- and Mid-Sized Office,24221.0,0.0,24221.0,,,1435562.75,WA,,,98134.0,38.0
23846,2016,Diamond Building,7666202225,7,False,Compliant,5.0,9.0,3161 Elliott Avenue,NonResidential,Seattle,50.0,22.26,Office,34030.0,47.61833,Office,-122.35871000000002,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,34030.0,0.0,34030.0,,,1748629.875,WA,,,98121.0,42.0
23848,2015,SPAGHETTI FACTORY,7666202305,7,No,Compliant,5.0,9.0,2815 ELLIOTT AVE,NonResidential,Seattle,,119.01,Restaurant,24514.0,47.61522339,"Office, Restaurant",-122.354154,DOWNTOWN,1.0,2.0,"Restaurant
",40320.0,0.0,40320.0,Office,15806.0,3816695.0,WA,,,98121,119.0
23854,2016,Pier 57,7666202435,7,False,Compliant,14.0,30.0,1301 Alaskan Way,NonResidential,Seattle,,611.19,Restaurant,43728.0,47.60613,Restaurant,-122.34115,DOWNTOWN,1.0,1.0,Restaurant,43728.0,0.0,43728.0,,,11508035.0,WA,,,98101.0,121.0
23857,2016,Pier 56,7666202485,7,False,Compliant,14.0,19.0,1201 Alaskan Way,NonResidential,Seattle,37.0,37.51,Office,34550.0,47.60546,"Office, Parking, Retail Store",-122.34091000000001,DOWNTOWN,1.0,2.0,Mixed Use Property,57836.0,14083.0,71919.0,Retail Store,23085.0,5381105.0,WA,Parking,11465.0,98101.0,121.0
23858,2016,Pier 55,7666202485,7,False,Compliant,14.0,19.0,1101 Alaskan Way,NonResidential,Seattle,54.0,128.41,Office,17526.0,47.60546,"Office, Retail Store",-122.34091000000001,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,32027.0,0.0,32027.0,Retail Store,14501.0,3999505.25,WA,,,98101.0,121.0
